电影名,评分,评分人数,想看人数,物料播放量,总票房,首周票房,首日票房
宇宙有爱浪漫同游,7.3,5954 ,16000 ,260000 ,1548000,1332000,920000
冷恋时代,7.3,1475 ,15000 ,1220000 ,3350000,2131000,606000
命运速递,7.3,1547 ,5514 ,18100000 ,1406000,923000,467000
低压槽：欲望之城,7.2,32000 ,30000 ,16040000 ,34909000,17968000,9774000
幸福马上来,7.2,46000 ,28000 ,6160000 ,101138000,45734000,14608000
三国杀·幻,7.2,2934 ,26000 ,3560000 ,1049000,734000,368000
二十岁,7.2,5626 ,15000 ,4300000 ,3203000,2624000,1256000
寻找罗麦,7.1,8321 ,36000 ,4810000 ,4015000,2998000,1435000
有五个姐姐的我就注定要单身了啊,7.1,1345 ,11000 ,1370000 ,853000,301000,114000
大世界,7.1,2834 ,7440 ,18690000 ,2625000,1692000,643000
超时空大冒险,7.1,1743 ,5320 ,50000 ,2855000,674000,397000
谜巢,7,61000 ,69000 ,2080000 ,49504000,39555000,20762000
功夫联盟,7,17000 ,26000 ,4390000 ,17978000,12618000,5155000
脱皮爸爸,7,11000 ,13000 ,1530000 ,8025000,6428000,2860000
守望一生,7,47 ,570 ,2491 ,148000,102000,53000
暮光巴黎,6.9,3918 ,96000 ,1300000 ,2086000,1765000,880000
爱情公寓,6.8,1232000 ,1544000 ,260000000 ,555436000,491160000,303488000
战神纪,6.8,55000 ,94000 ,46520000 ,38076000,19807000,11359000
天气预爆,6.8,87000 ,65000 ,36180000 ,123833000,85448000,38377000
小公主艾薇拉与神秘王国,6.8,9427 ,25000 ,,6616000,1479000,764000
两只小猪之勇闯神秘岛,6.8,3014 ,10000 ,310000 ,5179000,1718000,1647000
纯洁心灵·逐梦演艺圈,6.8,6085 ,6416 ,1200000 ,2338000,54000,25000
卧底巨星,6.7,51000 ,46000 ,2550000 ,39275000,33588000,20991000
伊阿索密码,6.7,2040 ,14000 ,2150000 ,1305000,1001000,636000
夜魔奇案,6.7,545 ,1051 ,10000 ,230000,149000,83000
闺蜜2,6.6,86000 ,254000 ,15450000 ,64345000,49620000,27073000
西北风云,6.6,4498 ,28000 ,31880000 ,4029000,2889000,1594000
一纸婚约,6.5,2265 ,14000 ,870000 ,751000,596000,261000
阿修罗,6.4,64000 ,169000 ,44680000 ,49840000,48614000,25529000
冒牌搭档,6.4,1872 ,3918 ,180000 ,1467000,1156000,665000
梦境之源,6.4,1048 ,1930 ,960000 ,288000,199000,120000
冰封迷案,5.9,810 ,1751 ,50000 ,519000,255000,91000
宝贝儿,5.8,49000 ,32000 ,6760000 ,24724000,21550000,10872000
中国合伙人2,5.8,8281 ,12000 ,2030000 ,20515000,8609000,4051000
时空终点,5.8,398 ,1340 ,60000 ,419000,253000,195000
无眸之杀,5.7,1562 ,3613 ,100000 ,982000,525000,218000
云南虫谷,5.6,138000 ,163000 ,64830000 ,150181000,98996000,64725000
午夜整容室,5.6,5627 ,8512 ,150000 ,3235000,1414000,493000
灵魂契约,5.6,4139 ,3956 ,90000 ,2737000,1445000,500000
灵魂当铺之时间典当,5.5,2711 ,11000 ,380000 ,1284000,740000,353000
黑暗深处之惊魂夜,5.5,4393 ,8145 ,80000 ,2278000,1264000,445000
惊慌失色之诡寓,5.2,4105 ,16000 ,180000 ,2177000,910000,398000
毛骨悚然之红衣男孩,5.2,3097 ,7974 ,230000 ,1480000,844000,372000
七号公馆,5.2,1447 ,3030 ,,616000,291000,117000
瞳灵公馆,5.2,3439 ,2422 ,120000 ,2313000,1337000,437000
断片之险途夺宝,5,44000 ,75000 ,21360000 ,50429000,36643000,23928000
恐怖浴室,5,5470 ,8784 ,440000 ,2537000,1228000,473000
午夜十二点,4.5,6375 ,5002 ,360000 ,2356000,568000,261000
姽婳,4.5,1937 ,2811 ,160000 ,758000,328000,111000
无迹可寻,4.5,647 ,1200 ,40000 ,362000,156000,88000
冰封侠:时空行者,4.4,51000 ,68000 ,6870000 ,34493000,27185000,12669000
午夜幽灵,4.3,6902 ,22000 ,420000 ,3374000,1962000,793000
细思极恐,4.1,4859 ,6068 ,410000 ,1502000,555000,226000
男生宿舍,4,6461 ,16000 ,380000 ,2387000,1013000,388000
开学悸,3.6,2088 ,1175 ,70000 ,1370000,667000,328000
玲珑井,3.5,5554 ,7898 ,450000 ,1984000,1069000,442000
恐怖快递,3.3,6781 ,21000 ,5300000 ,2266000,1140000,424000
大轰炸,,,154000 ,6610000 ,1000,0,0
凌晨两点半,2.7,7466 ,9997 ,340000 ,1868000,652000,268000
地球最后的夜晚,2.6,550000 ,285000 ,24010000 ,282189000,281042000,262776000
草戒指,,,46000 ,320000 ,621000,439000,315000
吻隐者,,,22000 ,2660000 ,703000,570000,343000
忠犬大营救,,,14000 ,50000 ,1209000,156000,51000
血十三,,,9496 ,560000 ,467000,318000,240000
我的影子在奔跑,,,9053 ,1300000 ,384000,142000,33000
十七后 与青春化敌为友,,,8897 ,70000 ,113000,57000,29000
火力全开,9.6,6482 ,9632 ,,2403000,1558000,527000
缝纫机乐队,9.3,517000 ,57000 ,90340000 ,459322000,75147000,37761000
一路逆风,9.3,7195 ,3991 ,,3270000,1745000,729000
二十二,9.2,205000 ,36000 ,13890000 ,170565000,124679000,3360000
闪光少女,9.2,85000 ,14000 ,,64865000,23488000,6032000
重返·狼群,9.2,44000 ,14000 ,,32989000,11871000,2614000
忠爱无言,9.2,44000 ,11000 ,,25553000,2532000,115000
羞羞的铁拳,9.1,1723000 ,284000 ,82420000 ,2213457000,310821000,132975000
前任3：再见前任,9.1,1486000 ,250000 ,240000000 ,1941886000,283591000,64492000
建军大业,9.1,334000 ,99000 ,96380000 ,403944000,202923000,37956000
熊出没·奇幻空间,9.1,388000 ,30000 ,,521122000,101193000,51945000
血战湘江,9.1,4848 ,5548 ,7390000 ,73944000,13401000,4548000
捍卫者,9.1,8349 ,4476 ,,10333000,3796000,839000
芳华,9,845000 ,163000 ,17210000 ,1422987000,294322000,76125000
傲娇与偏见,9,150000 ,63000 ,,124252000,67754000,10601000
拆弹·专家,9,276000 ,49000 ,,400499000,181645000,47428000
追龙,9,414000 ,42000 ,61950000 ,577208000,95201000,40518000
地球：神奇的一天,9,25000 ,9973 ,,47783000,10595000,1332000
天梯：蔡国强的艺术,9,1046 ,2227 ,3700000 ,2102000,485000,127000
赛尔号大电影6：圣者无敌,8.9,97000 ,46000 ,30010000 ,109017000,50169000,14396000
喜欢·你,8.9,176000 ,30000 ,,210750000,108574000,16985000
王牌保镖,8.9,141000 ,23000 ,,139789000,90205000,26165000
阿唐奇遇,8.9,29000 ,16000 ,,30396000,19001000,5444000
春娇救志明,8.8,155000 ,73000 ,,175550000,91281000,29948000
我是马布里,8.8,11000 ,30000 ,,8899000,5572000,2416000
大耳朵图图之美食狂想曲,8.8,47000 ,19000 ,11150000 ,43287000,17377000,3959000
冈仁波齐,8.8,74000 ,5697 ,,100099000,16967000,1752000
心理罪之城市之光,8.7,263000 ,312000 ,5860000 ,224173000,141096000,54797000
十万个冷笑话2,8.7,127000 ,81000 ,,133881000,55492000,17439000
乘风破浪,8.7,701000 ,50000 ,19200000 ,1046045000,129212000,67738000
失业生,8.7,10000 ,19000 ,,6102000,4226000,1646000
非凡任务,8.7,98000 ,13000 ,89980000 ,156380000,58694000,14315000
大象林旺之一炮成名,8.7,4117 ,2843 ,,3362000,1800000,787000
我的妈呀,8.7,544 ,1390 ,,360000,172000,74000
神奇女侠,8.6,429000 ,123000 ,,610096000,263673000,74017000
记忆大师,8.6,250000 ,121000 ,62740000 ,292924000,157303000,45540000
嫌疑人x的献身,8.6,355000 ,96000 ,,401854000,160456000,46479000
机器之血,8.6,177000 ,94000 ,7310000 ,305422000,198359000,76085000
空天猎,8.6,223000 ,77000 ,71630000 ,319155000,86624000,31574000
玩偶奇兵,8.6,24000 ,15000 ,3030000 ,31707000,11792000,3409000
相爱相亲,8.6,17000 ,12000 ,1110000 ,18265000,6825000,2321000
七十七天,8.6,68000 ,12000 ,4330000 ,103743000,11317000,2676000
龙之战,8.6,4579 ,12000 ,,65347000,10603000,3235000
猪猪侠之英雄猪少年,8.6,45000 ,12000 ,,45909000,16797000,8721000
银河守卫队,8.6,1894 ,6677 ,,2571000,1032000,227000
萤火奇兵,8.6,8005 ,4596 ,40980000 ,7980000,3090000,3090000
我的爸爸是国王,8.6,8599 ,3228 ,,15684000,2924000,576000
杀破狼·贪狼,8.5,398000 ,185000 ,,522624000,279988000,63198000
解忧杂货店,8.5,239000 ,184000 ,57020000 ,223162000,143597000,38318000
二代妖精之今生有幸,8.5,247000 ,109000 ,10860000 ,292243000,169148000,57793000
绣春刀II：修罗战场,8.5,226000 ,79000 ,,265728000,176362000,34847000
昆塔：反转星球,8.5,36000 ,22000 ,,50644000,7982000,7979000
原谅他77次,8.5,62000 ,18000 ,,75448000,14879000,3217000
大卫贝肯之倒霉特工熊,8.5,80000 ,8342 ,,126137000,43105000,10622000
超能龙骑侠,8.5,2989 ,6469 ,,3072000,1704000,436000
灿烂这一刻,8.5,757 ,2449 ,20000 ,437000,360000,178000
内心引力,8.5,619 ,1302 ,,1421000,290000,152000
英伦对决,8.4,263000 ,115000 ,,539805000,147166000,72645000
功夫瑜伽,8.4,1003000 ,90000 ,,1748670000,271897000,138041000
破·局,8.4,88000 ,49000 ,,64647000,43906000,15561000
喵星人,8.4,55000 ,41000 ,,44762000,31246000,10951000
二次初恋,8.4,26000 ,34000 ,,26156000,12536000,3291000
绑架者,8.4,65000 ,28000 ,,95660000,44601000,16548000
巨额来电,8.4,40000 ,14000 ,1570000 ,55851000,37672000,16211000
咕噜咕噜美人鱼2,8.4,7736 ,7035 ,1030000 ,10731000,5928000,3295000
皮绳上的魂,8.4,2192 ,5289 ,,3293000,2201000,996000
血狼犬,8.4,9172 ,3148 ,,25185000,12798000,3483000
一念无明,8.4,7366 ,3042 ,870000 ,9414000,3827000,878000
初恋日记,8.4,1037 ,1273 ,,2147000,1445000,273000
十八洞村,8.4,3861 ,649 ,38110000 ,107496000,34024000,12914000
金刚：骷髅岛,8.3,729000 ,85000 ,,1158914000,501057000,150640000
临时演员,8.3,21000 ,53000 ,,12944000,7079000,4211000
荡寇风云,8.3,63000 ,26000 ,,65121000,28647000,14972000
大护法,8.3,97000 ,22000 ,,87602000,33088000,7302000
三只小猪2,8.3,25000 ,16000 ,1460000 ,26959000,5030000,1136000
小情书,8.3,2491 ,8986 ,,2908000,2250000,460000
一路绽放,8.3,3088 ,1653 ,130000 ,6814000,4843000,2083000
20:16,8.3,555 ,391 ,,4906000,3185000,1224000
心理罪,8.2,387000 ,184000 ,,304157000,163096000,63849000
密战,8.2,75000 ,48000 ,3070000 ,79543000,49634000,17348000
引爆者,8.2,42000 ,37000 ,2000000 ,50266000,32286000,10988000
美好的意外,8.2,15000 ,17000 ,,17624000,10844000,4326000
我是谁的宝贝,8.2,2061 ,5856 ,,1302000,622000,246000
以爱为名,8.2,1163 ,595 ,,8724000,1087000,683000
侠盗联盟,8.1,181000 ,110000 ,,237095000,149517000,54450000
反转人生,8.1,68000 ,19000 ,,69513000,46784000,8155000
有完没完,8.1,38000 ,19000 ,,37399000,14977000,8054000
中国推销员,8.1,7769 ,14000 ,3210000 ,11209000,7249000,3030000
这就是命,8.1,41000 ,12000 ,1740000 ,54466000,29120000,8748000
不成问题的问题,8.1,5427 ,7186 ,370000 ,7773000,5788000,1622000
坑爹游戏,8.1,1586 ,3951 ,,1793000,1302000,735000
29+1,8.1,1965 ,3296 ,,1567000,954000,359000
六年，六天,8.1,480 ,2668 ,,11620000,1671000,144000
神农溪之恋漂洋过海来爱你,8.1,582 ,1644 ,,300000,264000,81000
功夫小兔侠,8.1,945 ,770 ,,1467000,541000,474000
天生不对,8,21000 ,44000 ,1650000 ,24305000,14747000,4441000
父子雄兵,8,109000 ,44000 ,,125279000,78022000,26453000
烽火芳菲,8,25000 ,26000 ,1030000 ,29462000,12930000,5152000
秘果,8,11000 ,20000 ,,7955000,5712000,2776000
钢铁飞龙之再见奥特曼,8,44000 ,18000 ,33430000 ,41006000,9447000,9433000
豆福传,8,19000 ,13000 ,,15916000,12293000,4235000
合约男女,8,48000 ,11000 ,,59383000,53073000,34112000
少年巴比伦,8,3254 ,7388 ,,3136000,1893000,845000
小猫巴克里,8,9124 ,6138 ,1430000 ,12241000,6509000,3499000
嘉年华,8,21000 ,4800 ,18190000 ,22626000,12650000,2102000
提着心，吊着胆,8,12000 ,3583 ,,13686000,9518000,3600000
此情此刻,8,264 ,2278 ,,373000,221000,87000
S的秘密,8,562 ,895 ,,4577000,3680000,1307000
鲛珠传,7.9,140000 ,128000 ,,113694000,83515000,36766000
逆时营救,7.9,163000 ,86000 ,,201262000,119240000,17996000
狂兽,7.9,49000 ,33000 ,3920000 ,67813000,45741000,17178000
美容针,7.9,9321 ,18000 ,,10179000,7446000,3499000
假如王子睡着了,7.9,8983 ,12000 ,860000 ,5469000,4199000,1896000
缉枪,7.9,3956 ,8245 ,,16453000,5127000,2106000
不期而遇,7.9,9805 ,6958 ,,7162000,5387000,1475000
谁是球王,7.9,570 ,3114 ,,992000,690000,515000
点五步,7.9,397 ,535 ,,3737000,1799000,577000
会痛的十七岁,7.8,14000 ,35000 ,,7655000,6145000,2755000
决战食神,7.8,82000 ,31000 ,,121674000,85750000,33481000
青禾男高,7.8,46000 ,19000 ,,30409000,24984000,6809000
黑白迷宫,7.8,30000 ,18000 ,,33170000,23115000,7426000
青春逗,7.8,2094 ,16000 ,,3700000,305000,141000
冒牌监护人之寻宝闹翻天,7.8,1730 ,4763 ,130000 ,2001000,1277000,468000
你在哪,7.8,789 ,4647 ,60000 ,2312000,1835000,649000
我心雀跃,7.8,917 ,2849 ,16620000 ,478000,219000,91000
蛋计划,7.8,508 ,209 ,,589000,355000,160000
西游伏妖篇,7.7,1002000 ,213000 ,,1652063000,588506000,354486000
奇门遁甲,7.7,305000 ,167000 ,10830000 ,299784000,210733000,26735000
追捕,7.7,86000 ,64000 ,2850000 ,106020000,74052000,29636000
夏天19岁的肖像,7.7,20000 ,51000 ,,9369000,5381000,3176000
李雷和韩梅梅——昨日重现,7.7,23000 ,17000 ,,40721000,31065000,11876000
上海王,7.7,5452 ,12000 ,,13611000,8060000,2974000
女人永远是对的,7.7,3751 ,5953 ,,1838000,1319000,747000
八月,7.7,3571 ,3798 ,,4366000,2287000,724000
胡杨的夏天,7.7,1729 ,3614 ,,4674000,3102000,1094000
老兽,7.7,990 ,3554 ,77980000 ,2076000,1757000,495000
金珠玛米,7.7,1558 ,3170 ,810000 ,1932000,1434000,910000
窦娥奇冤,7.7,1937 ,1897 ,,4470000,2940000,1381000
识色，幸也,7.7,1032 ,1665 ,160000 ,494000,337000,148000
悟空传,7.6,499000 ,339000 ,120000000 ,696532000,401785000,107891000
推理笔记,7.6,20000 ,39000 ,820000 ,10227000,7916000,3559000
麻烦家族,7.6,44000 ,28000 ,,32327000,27094000,8452000
游戏规则,7.6,16000 ,11000 ,,102957000,16521000,4719000
我不做大哥好多年,7.6,13000 ,5776 ,,7703000,5330000,2449000
妖猫传,7.5,329000 ,219000 ,11650000 ,530256000,243271000,74258000
明月几时有,7.5,48000 ,50000 ,65940000 ,63417000,33657000,19230000
超凡战队,7.5,33000 ,48000 ,,30053000,24548000,9630000
绝世高手,7.5,125000 ,39000 ,,101277000,61674000,23353000
疯岳撬佳人,7.5,60000 ,13000 ,,63701000,55436000,33802000
异兽来袭,7.5,1014 ,2992 ,,10110000,2054000,345000
大闹天竺,7.4,748000 ,242000 ,,756114000,311731000,187956000
刺客信条,7.4,124000 ,76000 ,,160720000,118871000,40230000
情遇曼哈顿,7.4,21000 ,19000 ,,13554000,10240000,4979000
毒。诫,7.4,34000 ,17000 ,,40254000,28409000,11938000
“吃吃”的爱,7.4,43000 ,14000 ,,27503000,14493000,8185000
借眼,7.4,5658 ,13000 ,,4732000,2718000,1272000
垫底联盟,7.4,2068 ,4696 ,420000 ,4302000,4207000,2261000
常在你左右,7.3,61000 ,31000 ,,46879000,29659000,10227000
钟馗传奇之岁寒三友,7.3,748 ,2949 ,110000 ,421000,266000,155000
猪太狼的夏天,7.3,628 ,2517 ,70000 ,326000,199000,97000
爱情冻住了,7.3,611 ,1268 ,,527000,359000,172000
东北往事之破马张飞,7.2,92000 ,32000 ,,105837000,58817000,26386000
兄弟，别闹！,7.2,18000 ,16000 ,900000 ,12102000,8990000,4132000
暴雪将至,7.2,27000 ,15000 ,1230000 ,27171000,19980000,7308000
完美有多美,7.2,4605 ,6019 ,10000 ,25017000,6082000,2965000
时间去哪儿了,7.2,1082 ,3455 ,2350000 ,8542000,3976000,493000
炸裂青春,7.2,2384 ,1819 ,30000 ,836000,145000,88000
三生三世十里桃花,7.1,694000 ,811000 ,,534730000,428463000,169602000
降魔传,7.1,101000 ,111000 ,5200000 ,91762000,57391000,20595000
怨灵2,7.1,14000 ,14000 ,,11493000,6059000,1759000
一万公里的约定,7.1,3938 ,5681 ,,3747000,2662000,1198000
因为爱情,7,2756 ,11000 ,,2255000,1860000,503000
辛巴达与美人鱼公主,7,1609 ,1844 ,,2660000,617000,337000
纹身师,7,468 ,1268 ,,382000,213000,82000
妖铃铃,6.9,255000 ,129000 ,9170000 ,363158000,251042000,90747000
神秘家族,6.9,21000 ,38000 ,2370000 ,15458000,11276000,4873000
极致追击,6.9,13000 ,35000 ,,17615000,10070000,6264000
健忘村,6.9,16000 ,14000 ,96960000 ,16018000,7906000,1577000
仙球大战,6.9,6672 ,12000 ,,9817000,7025000,3804000
蜜月计划,6.9,1008 ,7535 ,,563000,322000,128000
抢红,6.8,21000 ,9971 ,,16254000,13210000,5816000
52赫兹，我爱你,6.8,599 ,2116 ,,1373000,1069000,649000
请勿靠近,6.6,336 ,2551 ,,209000,127000,53000
指甲刀人魔,6.5,7716 ,4384 ,,4508000,3209000,1396000
玛格丽特的春天,6.4,6475 ,1430 ,,7118000,4499000,1565000
七月半3：灵触第七感,6.3,3494 ,7783 ,330000 ,2923000,1893000,758000
光影之战,6.3,1644 ,4150 ,170000 ,880000,56000,33000
碟仙前传,6.3,3340 ,1747 ,,3151000,1503000,717000
十七岁的雨季,6.2,397 ,3233 ,,275000,158000,86000
相声大电影之我要幸福,6.1,18000 ,72000 ,1580000 ,17906000,14261000,6055000
蝴蝶公墓,6.1,6883 ,19000 ,,3341000,2696000,1669000
梦幻佳期,6.1,1282 ,18000 ,,504000,24000,12000
撞邪31号,6.1,2839 ,3987 ,,2358000,1404000,658000
熊出没之熊心归来,9.1,412000 ,93000 ,,287544000,105705000,56652000
生门,9.1,1340 ,5890 ,22660000 ,1602000,389000,181000
百鸟朝凤,9.1,137000 ,3981 ,,86752000,1547000,276000
魔兽,9,1227000 ,480000 ,,1468867000,1028097000,250984000
功夫熊猫3,9,782000 ,337000 ,,1000538000,339433000,107078000
我们诞生在中国,9,45000 ,13000 ,16740000 ,66516000,15017000,2933000
白毛女,8.9,1283 ,1038 ,,5840000,383000,149000
使徒行者,8.8,666000 ,165000 ,33980000 ,605384000,240446000,57004000
神秘世界历险记3,8.8,59000 ,13000 ,,65385000,39530000,9461000
喊·山,8.8,1624 ,4009 ,,877000,444000,151000
练胆儿,8.8,436 ,893 ,,237000,123000,40000
精灵王座,8.7,31000 ,43000 ,6850000 ,25089000,17430000,6185000
七月与安生,8.7,182000 ,36000 ,,166737000,72341000,10020000
舌尖上的新年,8.7,3678 ,16000 ,,1936000,1279000,406000
勇士,8.7,22000 ,10000 ,4570000 ,33181000,20160000,8442000
幸运是我,8.7,1508 ,1573 ,,961000,398000,111000
忍者神龟2：破影而出,8.6,320000 ,285000 ,,392634000,170116000,90906000
从你的全世界路过,8.6,930000 ,240000 ,,813267000,311224000,74028000
寒战2,8.6,478000 ,180000 ,,676544000,298455000,95697000
谁的青春不迷茫,8.6,287000 ,94000 ,26930000 ,179602000,99631000,31923000
情圣,8.6,587000 ,38000 ,120000000 ,657903000,172071000,34095000
缘份,8.6,28000 ,30000 ,,13894000,7460000,2525000
新大头儿子和小头爸爸2一日成才,8.6,99000 ,22000 ,14520000 ,90384000,54043000,17217000
摇滚藏獒,8.6,19000 ,20000 ,,39536000,24619000,3516000
铁拳,8.6,12000 ,16000 ,,7856000,4853000,1498000
少年师爷之大禹宝藏,8.6,1471 ,4563 ,,1624000,646000,187000
凤凰谷,8.6,559 ,2301 ,,225000,94000,36000
北京遇上西雅图之不二情书,8.5,591000 ,307000 ,,785286000,354915000,110157000
绝地逃亡,8.5,667000 ,276000 ,,887581000,406344000,98227000
荒野猎人,8.5,367000 ,126000 ,,376730000,208792000,63830000
28岁未成年,8.5,147000 ,110000 ,9550000 ,129196000,72783000,20249000
所以……和黑粉结婚了,8.5,107000 ,102000 ,,81020000,57620000,23077000
铁道飞虎,8.5,356000 ,58000 ,160000000 ,699291000,217076000,52764000
超级快递,8.5,78000 ,50000 ,,61847000,28630000,8405000
陆垚知马俐,8.5,193000 ,42000 ,,191661000,106193000,33393000
非常父子档,8.5,5898 ,31000 ,,7230000,5158000,1637000
驴得水,8.5,195000 ,29000 ,,172768000,58291000,15758000
追凶者也,8.5,111000 ,25000 ,,135633000,78337000,13974000
我是哪吒,8.5,11000 ,10000 ,1390000 ,10168000,5600000,3377000
刺猬小子之天生我刺,8.5,12000 ,9501 ,,8170000,6121000,1444000
斗龙战士之星印罗盘,8.5,8876 ,2617 ,,6188000,5631000,4245000
长城,8.4,899000 ,242000 ,,1173005000,471251000,123467000
叶问3,8.4,465000 ,236000 ,40670000 ,769363000,442190000,140884000
赏金猎人,8.4,251000 ,143000 ,,213070000,117476000,42052000
女汉子真爱公式,8.4,89000 ,43000 ,,63277000,32917000,9720000
刑警兄弟,8.4,41000 ,28000 ,,30243000,13626000,3609000
我在故宫修文物,8.4,10000 ,21000 ,,6459000,3720000,1086000
铠甲勇士捕王,8.4,26000 ,20000 ,,18560000,5134000,5134000
冬,8.4,879 ,7747 ,,327000,46000,7000
摩尔庄园3：魔幻列车大冒险,8.4,9953 ,5835 ,,10576000,727000,339000
神兽金刚之青龙再现,8.4,8876 ,5502 ,,7202000,6108000,1952000
微微一笑很倾城,8.3,262000 ,196000 ,,275459000,122396000,47371000
反贪风暴2,8.3,191000 ,107000 ,19310000 ,208889000,119370000,18674000
火锅英雄,8.3,285000 ,65000 ,,369951000,140765000,35127000
最后的巫师猎人,8.3,225000 ,61000 ,,179623000,62118000,17829000
外公芳龄38,8.3,64000 ,39000 ,,60304000,34808000,11045000
小门神,8.3,60000 ,37000 ,,78507000,62284000,28066000
比利·林恩的中场战事,8.3,88000 ,34000 ,,164916000,80669000,25385000
深海浩劫,8.3,57000 ,26000 ,2330000 ,72572000,54393000,11190000
爱上试睡师,8.3,1187 ,15000 ,,484000,287000,109000
新东方神娃,8.3,896 ,4095 ,,261000,187000,96000
龙拳小子,8.3,2825 ,3800 ,,4950000,3289000,1162000
我不是王毛,8.3,2539 ,3507 ,,2633000,1449000,471000
危城,8.2,131000 ,58000 ,,167142000,91114000,33852000
捉迷藏,8.2,80000 ,42000 ,,71388000,39046000,12148000
高跟鞋先生,8.2,165000 ,36000 ,,129702000,29685000,29574000
我的战争,8.2,23000 ,20000 ,17640000 ,36445000,24808000,9613000
惊天大逆转,8.2,77000 ,20000 ,,78469000,52120000,16079000
马小乐之玩具也疯狂,8.2,8827 ,6090 ,,7411000,2642000,1163000
击战,8.2,656 ,1976 ,,858000,617000,508000
猿创世界之熊孩子部落,8.2,1018 ,1691 ,,871000,465000,194000
天亮之前,8.1,38000 ,35000 ,,36311000,24940000,10359000
贫穷富爸爸,8.1,2753 ,17000 ,,5852000,3185000,979000
快手枪手快枪手,8.1,90000 ,12000 ,17390000 ,53978000,40536000,15684000
疯狂丑小鸭,8.1,5186 ,10000 ,2010000 ,23403000,3372000,1298000
恶人报喜,8.1,28000 ,10000 ,,27526000,8070000,4019000
盛先生的花儿,8.1,339 ,9000 ,,630000,349000,129000
发条城市,8.1,17000 ,8488 ,,11006000,6681000,2897000
超能太阳鸭,8.1,20000 ,7676 ,2670000 ,20032000,15360000,4072000
六弄咖啡馆,8.1,14000 ,7628 ,,6543000,5003000,1672000
洛杉矶捣蛋计划,8.1,7762 ,6161 ,,8963000,6008000,2355000
路边野餐,8.1,7039 ,5647 ,,6464000,3313000,956000
动植物大战,8.1,1261 ,4827 ,,1445000,1194000,786000
盗墓笔记,8,808000 ,516000 ,,1002925000,477988000,161160000
夏有乔木 雅望天堂,8,247000 ,313000 ,,156264000,89502000,44558000
我的特工爷爷,8,265000 ,202000 ,,323989000,168327000,52848000
234说爱你,8,3232 ,8995 ,,2475000,1933000,894000
太空熊猫英雄归来,8,6455 ,7573 ,680000 ,21017000,2318000,1101000
寻找心中的你,8,1030 ,2920 ,,535000,332000,125000
不朽的时光,8,529 ,2294 ,,727000,417000,154000
龙凤呈祥,8,445 ,673 ,,163000,31000,5000
消失爱人,7.9,147000 ,69000 ,370000 ,64421000,40642000,18454000
爱情麻辣烫之情定终身,7.9,13000 ,26000 ,,17302000,15526000,6668000
我是处女座,7.9,3218 ,21000 ,,4672000,4182000,3178000
一切都好,7.9,12000 ,19000 ,9110000 ,26205000,20085000,8421000
冰河追凶,7.9,51000 ,18000 ,340000 ,43087000,27085000,9026000
辣警霸王花,7.9,2858 ,9601 ,,3630000,1000000,240000
糖果世界大冒险,7.9,4610 ,7287 ,,5053000,1984000,221000
轩辕大帝,7.9,1448 ,5597 ,,1514000,516000,200000
我的圣途,7.9,1358 ,2568 ,,671000,477000,234000
花样厨神,7.9,2245 ,2535 ,,2413000,1868000,1035000
爵迹,7.8,415000 ,395000 ,,382520000,197947000,58724000
摆渡人,7.8,367000 ,203000 ,,482557000,280742000,79420000
我不是潘金莲,7.8,351000 ,186000 ,,482794000,205476000,70273000
我们的十年,7.8,70000 ,113000 ,,43984000,24863000,7978000
三少爷的剑,7.8,90000 ,98000 ,,100462000,52756000,18574000
最萌身高差,7.8,9927 ,40000 ,,6187000,3868000,1381000
小明和他的小伙伴们,7.8,16000 ,11000 ,,11232000,7004000,2139000
终极胜利,7.8,332 ,5103 ,,1058000,434000,252000
丑小鸭历险记,7.8,5713 ,4939 ,,4314000,2844000,1528000
我的老婆是明星,7.8,2144 ,3105 ,,1477000,909000,248000
致青春·原来你还在这里,7.7,249000 ,275000 ,,336137000,178566000,79867000
西游记之孙悟空三打白骨精,7.7,664000 ,208000 ,,1198536000,768805000,166329000
梦想合伙人,7.7,145000 ,64000 ,,80845000,51688000,17299000
我叫MT之山口山战记,7.7,32000 ,43000 ,,12134000,9710000,3057000
致我们终将到来的爱情,7.7,25000 ,27000 ,,8035000,5169000,1807000
你好，疯子！,7.7,19000 ,23000 ,,15663000,10177000,3651000
宝贝当家,7.7,10000 ,18000 ,,15201000,11314000,3558000
在世界中心呼唤爱,7.7,20000 ,13000 ,,11042000,8128000,3627000
少年,7.7,17000 ,12000 ,,15878000,8562000,3239000
超级保镖,7.7,12000 ,10000 ,,5509000,3592000,1361000
灵偶契约,7.7,26000 ,8574 ,,16864000,6784000,1942000
哪一天我们会飞,7.7,3700 ,8401 ,,5016000,3802000,1074000
功夫四侠,7.7,2511 ,3275 ,,2456000,1319000,748000
王牌逗王牌,7.6,199000 ,132000 ,34860000 ,260019000,107136000,22845000
我最好朋友的婚礼,7.6,29000 ,89000 ,,37415000,23661000,9269000
罗曼蒂克消亡史,7.6,123000 ,61000 ,,122780000,65849000,21695000
大唐玄奘,7.6,34000 ,24000 ,,32980000,18206000,4856000
一句顶一万句,7.6,9237 ,11000 ,,20880000,10845000,4108000
箭士柳白猿,7.6,3642 ,4611 ,,6475000,2397000,706000
情况不妙,7.6,5724 ,2658 ,,8835000,6468000,2401000
